"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1800","testBalancesLoading[Astar]","","Fri Mar 07 00:28:00 GMT 2025","passed","Fri Mar 07 00:28:01 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Astar]"
"","1967","testBalancesLoading[Basilisk]","","Fri Mar 07 00:28:10 GMT 2025","passed","Fri Mar 07 00:28:12 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Basilisk]"
"","793","testFeeLoading[UNIQUE]","","Fri Mar 07 00:29:03 GMT 2025","passed","Fri Mar 07 00:29:03 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[UNIQUE]"
"","304","testFeeLoading[Dock]","","Fri Mar 07 00:29:55 GMT 2025","passed","Fri Mar 07 00:29:55 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Dock]"
"","1026","testFeeLoading[HydraDX]","","Fri Mar 07 00:28:39 GMT 2025","passed","Fri Mar 07 00:28:40 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[HydraDX]"
"","1078","testBalancesLoading[Bifrost Polkadot]","","Fri Mar 07 00:28:57 GMT 2025","passed","Fri Mar 07 00:28:58 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Bifrost Polkadot]"
"","914","testFeeLoading[Phala]","","Fri Mar 07 00:28:43 GMT 2025","passed","Fri Mar 07 00:28:44 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Phala]"
"","716","testBalancesLoading[Vara]","","Fri Mar 07 00:29:41 GMT 2025","passed","Fri Mar 07 00:29:42 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Vara]"
"","859","testFeeLoading[Tangle]","","Fri Mar 07 00:30:56 GMT 2025","passed","Fri Mar 07 00:30:57 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Tangle]"
"","1272","testBalancesLoading[UNIQUE]","","Fri Mar 07 00:29:01 GMT 2025","passed","Fri Mar 07 00:29:03 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[UNIQUE]"
"","240","testBalancesLoading[Polkadot]","","Fri Mar 07 00:27:41 GMT 2025","passed","Fri Mar 07 00:27:41 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Polkadot]"
