"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1157","testFeeLoading[Tanssi]","","Sun Aug 10 08:37:38 GMT 2025","passed","Sun Aug 10 08:37:39 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Tanssi]"
"","4606","testBalancesLoading[Westend]","","Sun Aug 10 08:30:58 GMT 2025","passed","Sun Aug 10 08:31:02 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Westend]"
"","1027","testFeeLoading[Amplitude]","","Sun Aug 10 08:34:08 GMT 2025","passed","Sun Aug 10 08:34:09 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Amplitude]"
"","372","testFeeLoading[Vara]","","Sun Aug 10 08:35:01 GMT 2025","passed","Sun Aug 10 08:35:02 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Vara]"
"","2610","testBalancesLoading[Creditcoin]","","Sun Aug 10 08:36:43 GMT 2025","passed","Sun Aug 10 08:36:46 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Creditcoin]"
"","2900","testBalancesLoading[JAMTON]","","Sun Aug 10 08:36:54 GMT 2025","passed","Sun Aug 10 08:36:57 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[JAMTON]"
"","12799","testBalancesLoading[HydraDX]","","Sun Aug 10 08:32:42 GMT 2025","passed","Sun Aug 10 08:32:54 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[HydraDX]"
"","5033","testBalancesLoading[Centrifuge Parachain]","","Sun Aug 10 08:32:11 GMT 2025","passed","Sun Aug 10 08:32:16 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Centrifuge Parachain]"
"","480","testFeeLoading[Pendulum]","","Sun Aug 10 08:34:34 GMT 2025","passed","Sun Aug 10 08:34:34 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Pendulum]"
"","503","testFeeLoading[Moonriver]","","Sun Aug 10 08:31:23 GMT 2025","passed","Sun Aug 10 08:31:23 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Moonriver]"
"","2306","testBalancesLoading[Crust Polkadot Parachain]","","Sun Aug 10 08:34:38 GMT 2025","passed","Sun Aug 10 08:34:41 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Crust Polkadot Parachain]"
"","5057","testBalancesLoading[Joystream]","","Sun Aug 10 08:35:35 GMT 2025","passed","Sun Aug 10 08:35:40 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Joystream]"
"","3719","testBalancesLoading[Phala]","","Sun Aug 10 08:33:02 GMT 2025","passed","Sun Aug 10 08:33:06 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Phala]"
"","679","testFeeLoading[Ajuna]","","Sun Aug 10 08:34:52 GMT 2025","passed","Sun Aug 10 08:34:53 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Ajuna]"
"","4201","testBalancesLoading[Aleph Zero Testnet]","","Sun Aug 10 08:33:47 GMT 2025","passed","Sun Aug 10 08:33:51 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Aleph Zero Testnet]"
"","7853","testBalancesLoading[Bifrost Polkadot]","","Sun Aug 10 08:33:23 GMT 2025","passed","Sun Aug 10 08:33:31 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Bifrost Polkadot]"
"","6178","testBalancesLoading[Moonriver]","","Sun Aug 10 08:31:16 GMT 2025","passed","Sun Aug 10 08:31:23 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Moonriver]"
"","5714","testBalancesLoading[Polkadot Bridge Hub]","","Sun Aug 10 08:35:29 GMT 2025","passed","Sun Aug 10 08:35:34 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Polkadot Bridge Hub]"
"","4796","testBalancesLoading[Statemine]","","Sun Aug 10 08:31:03 GMT 2025","passed","Sun Aug 10 08:31:08 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Statemine]"
"","1233","testFeeLoading[Astar]","","Sun Aug 10 08:31:50 GMT 2025","passed","Sun Aug 10 08:31:51 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Astar]"
"","2234","testBalancesLoading[Encointer]","","Sun Aug 10 08:32:31 GMT 2025","passed","Sun Aug 10 08:32:33 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Encointer]"
"","1920","testBalancesLoading[Zeitgeist]","","Sun Aug 10 08:37:18 GMT 2025","passed","Sun Aug 10 08:37:20 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Zeitgeist]"
"","1941","testFeeLoading[Nodle Parachain]","","Sun Aug 10 08:33:00 GMT 2025","passed","Sun Aug 10 08:33:02 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Nodle Parachain]"
"","268","testBalancesLoading[Kusama]","","Sun Aug 10 08:30:56 GMT 2025","passed","Sun Aug 10 08:30:56 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Kusama]"
"","3212","testBalancesLoading[Altair]","","Sun Aug 10 08:33:20 GMT 2025","passed","Sun Aug 10 08:33:23 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Altair]"
"","580","testFeeLoading[CC Enterprise]","","Sun Aug 10 08:36:43 GMT 2025","passed","Sun Aug 10 08:36:43 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[CC Enterprise]"
"","2433","testBalancesLoading[Polkadot Collectives]","","Sun Aug 10 08:35:08 GMT 2025","passed","Sun Aug 10 08:35:10 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Polkadot Collectives]"
"","613","testFeeLoading[Statemine]","","Sun Aug 10 08:31:08 GMT 2025","passed","Sun Aug 10 08:31:09 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Statemine]"
"","4664","testBalancesLoading[Enjin Matrixchain]","","Sun Aug 10 08:35:23 GMT 2025","passed","Sun Aug 10 08:35:28 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Enjin Matrixchain]"
"","1332","testFeeLoading[Bifrost]","","Sun Aug 10 08:31:27 GMT 2025","passed","Sun Aug 10 08:31:29 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Bifrost]"
"","509","testFeeLoading[QUARTZ]","","Sun Aug 10 08:32:05 GMT 2025","passed","Sun Aug 10 08:32:06 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[QUARTZ]"
"","3551","testBalancesLoading[Kusama People]","","Sun Aug 10 08:36:14 GMT 2025","passed","Sun Aug 10 08:36:17 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Kusama People]"
"","1037","testFeeLoading[DENTNet]","","Sun Aug 10 08:36:35 GMT 2025","passed","Sun Aug 10 08:36:36 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[DENTNet]"
"","3001","testBalancesLoading[Acala]","","Sun Aug 10 08:31:40 GMT 2025","passed","Sun Aug 10 08:31:43 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Acala]"
"","4328","testBalancesLoading[Moonbase Relay Testnet]","","Sun Aug 10 08:33:52 GMT 2025","passed","Sun Aug 10 08:33:57 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Moonbase Relay Testnet]"
"","3006","testBalancesLoading[Avail]","","Sun Aug 10 08:36:27 GMT 2025","passed","Sun Aug 10 08:36:30 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Avail]"
"","1309","testFeeLoading[DeepBrain]","","Sun Aug 10 08:37:03 GMT 2025","passed","Sun Aug 10 08:37:05 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[DeepBrain]"
"","975","testFeeLoading[Polkadot People]","","Sun Aug 10 08:36:39 GMT 2025","passed","Sun Aug 10 08:36:40 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Polkadot People]"
"","1052","testFeeLoading[Tangle]","","Sun Aug 10 08:37:09 GMT 2025","passed","Sun Aug 10 08:37:10 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Tangle]"
"","4371","testBalancesLoading[Polkadex Solochain]","","Sun Aug 10 08:33:14 GMT 2025","passed","Sun Aug 10 08:33:18 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Polkadex Solochain]"
"","2264","testBalancesLoading[Kreivo]","","Sun Aug 10 08:36:07 GMT 2025","passed","Sun Aug 10 08:36:09 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Kreivo]"
"","963","testFeeLoading[Moonbeam]","","Sun Aug 10 08:31:15 GMT 2025","passed","Sun Aug 10 08:31:16 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Moonbeam]"
"","5237","testBalancesLoading[3DPass]","","Sun Aug 10 08:34:41 GMT 2025","passed","Sun Aug 10 08:34:47 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[3DPass]"
"","1236","testFeeLoading[Statemint]","","Sun Aug 10 08:34:04 GMT 2025","passed","Sun Aug 10 08:34:05 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Statemint]"
"","455","testFeeLoading[Altair]","","Sun Aug 10 08:33:23 GMT 2025","passed","Sun Aug 10 08:33:23 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Altair]"
"","3144","testBalancesLoading[Bittensor]","","Sun Aug 10 08:36:23 GMT 2025","passed","Sun Aug 10 08:36:26 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Bittensor]"
"","644","testFeeLoading[Enjin Matrixchain]","","Sun Aug 10 08:35:28 GMT 2025","passed","Sun Aug 10 08:35:29 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Enjin Matrixchain]"
"","1026","testFeeLoading[Avail]","","Sun Aug 10 08:36:30 GMT 2025","passed","Sun Aug 10 08:36:31 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Avail]"
