"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","379","testFeeLoading[Moonbase Alpha]","","Fri Feb 28 16:29:43 GMT 2025","passed","Fri Feb 28 16:29:43 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Moonbase Alpha]"
"","667","testBalancesLoading[Kusama Bridge Hub]","","Fri Feb 28 16:33:42 GMT 2025","passed","Fri Feb 28 16:33:43 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Kusama Bridge Hub]"
"","824","testBalancesLoading[peaq]","","Fri Feb 28 16:34:37 GMT 2025","passed","Fri Feb 28 16:34:38 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[peaq]"
"","853","testFeeLoading[Ternoa]","","Fri Feb 28 16:33:17 GMT 2025","passed","Fri Feb 28 16:33:18 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Ternoa]"
"","718","testFeeLoading[Parallel]","","Fri Feb 28 16:29:29 GMT 2025","passed","Fri Feb 28 16:29:30 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Parallel]"
"","1924","testBalancesLoading[Vara]","","Fri Feb 28 16:33:39 GMT 2025","passed","Fri Feb 28 16:33:41 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Vara]"
"","941","testBalancesLoading[Amplitude]","","Fri Feb 28 16:33:14 GMT 2025","passed","Fri Feb 28 16:33:15 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Amplitude]"
"","459","testFeeLoading[Enjin Matrixchain]","","Fri Feb 28 16:33:50 GMT 2025","passed","Fri Feb 28 16:33:50 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Enjin Matrixchain]"
"","2571","testBalancesLoading[Polkadex Solochain]","","Fri Feb 28 16:30:04 GMT 2025","passed","Fri Feb 28 16:30:06 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Polkadex Solochain]"
"","928","testBalancesLoading[Hashed Network]","","Fri Feb 28 16:33:29 GMT 2025","passed","Fri Feb 28 16:33:30 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Hashed Network]"
"","1192","testFeeLoading[Bifrost]","","Fri Feb 28 16:29:04 GMT 2025","passed","Fri Feb 28 16:29:05 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Bifrost]"
"","971","testFeeLoading[Bajun]","","Fri Feb 28 16:33:10 GMT 2025","passed","Fri Feb 28 16:33:11 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Bajun]"
"","671","testFeeLoading[Aleph Zero]","","Fri Feb 28 16:30:03 GMT 2025","passed","Fri Feb 28 16:30:04 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Aleph Zero]"
