"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","510","testFeeLoading[QUARTZ]","","Tue Jun 03 08:34:18 GMT 2025","passed","Tue Jun 03 08:34:18 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[QUARTZ]"
"","3593","testFeeLoading[Shiden]","","Tue Jun 03 08:33:00 GMT 2025","passed","Tue Jun 03 08:33:03 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Shiden]"
"","865","testFeeLoading[Frequency]","","Tue Jun 03 08:39:22 GMT 2025","passed","Tue Jun 03 08:39:23 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Frequency]"
"","933","testBalancesLoading[Polkadot Collectives]","","Tue Jun 03 08:39:27 GMT 2025","passed","Tue Jun 03 08:39:28 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Polkadot Collectives]"
"","1385","testBalancesLoading[Amplitude]","","Tue Jun 03 08:38:21 GMT 2025","passed","Tue Jun 03 08:38:23 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Amplitude]"
"","1299","testFeeLoading[Bifrost]","","Tue Jun 03 08:33:49 GMT 2025","passed","Tue Jun 03 08:33:50 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Bifrost]"
"","2039","testBalancesLoading[Cere]","","Tue Jun 03 08:40:06 GMT 2025","passed","Tue Jun 03 08:40:08 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Cere]"
"","3097","testBalancesLoading[Statemint]","","Tue Jun 03 08:38:17 GMT 2025","passed","Tue Jun 03 08:38:20 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Statemint]"
"","1218","testFeeLoading[Basilisk]","","Tue Jun 03 08:34:14 GMT 2025","passed","Tue Jun 03 08:34:15 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Basilisk]"
"","1244","testBalancesLoading[Zeitgeist]","","Tue Jun 03 08:40:41 GMT 2025","passed","Tue Jun 03 08:40:42 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Zeitgeist]"
"","362","testFeeLoading[KILT Spiritnet]","","Tue Jun 03 08:33:53 GMT 2025","passed","Tue Jun 03 08:33:53 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[KILT Spiritnet]"
"","297","testFeeLoading[Vara]","","Tue Jun 03 08:39:24 GMT 2025","passed","Tue Jun 03 08:39:25 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Vara]"
"","958","testFeeLoading[Kusama Coretime]","","Tue Jun 03 08:40:40 GMT 2025","passed","Tue Jun 03 08:40:41 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Kusama Coretime]"
"","431","testFeeLoading[Enjin Relay]","","Tue Jun 03 08:39:49 GMT 2025","passed","Tue Jun 03 08:39:50 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Enjin Relay]"
"","222","testBalancesLoading[Kusama]","","Tue Jun 03 08:33:05 GMT 2025","passed","Tue Jun 03 08:33:06 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Kusama]"
"","450","testFeeLoading[Moonriver]","","Tue Jun 03 08:33:16 GMT 2025","passed","Tue Jun 03 08:33:17 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Moonriver]"
"","912","testFeeLoading[Energy Web X]","","Tue Jun 03 08:39:45 GMT 2025","passed","Tue Jun 03 08:39:46 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Energy Web X]"
"","3442","testBalancesLoading[Phala]","","Tue Jun 03 08:37:44 GMT 2025","passed","Tue Jun 03 08:37:47 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Phala]"
"","1302","testFeeLoading[Westmint]","","Tue Jun 03 08:34:27 GMT 2025","passed","Tue Jun 03 08:34:29 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Westmint]"
"","1389","testBalancesLoading[Frequency]","","Tue Jun 03 08:39:21 GMT 2025","passed","Tue Jun 03 08:39:22 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Frequency]"
"","1218","testFeeLoading[Kusama]","","Tue Jun 03 08:33:06 GMT 2025","passed","Tue Jun 03 08:33:07 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Kusama]"
"","949","testBalancesLoading[Polkadot Coretime]","","Tue Jun 03 08:40:36 GMT 2025","passed","Tue Jun 03 08:40:37 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Polkadot Coretime]"
"","1365","testFeeLoading[DeepBrain]","","Tue Jun 03 08:40:32 GMT 2025","passed","Tue Jun 03 08:40:33 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[DeepBrain]"
