"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","549","testFeeLoading[Vara]","","Thu Jun 19 08:31:21 GMT 2025","passed","Thu Jun 19 08:31:22 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Vara]"
"","783","testFeeLoading[Integritee Parachain]","","Thu Jun 19 08:30:25 GMT 2025","passed","Thu Jun 19 08:30:26 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Integritee Parachain]"
"","324","testFeeLoading[CC Enterprise]","","Thu Jun 19 08:32:23 GMT 2025","passed","Thu Jun 19 08:32:24 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[CC Enterprise]"
"","1350","testBalancesLoading[GIANT]","","Thu Jun 19 08:31:22 GMT 2025","passed","Thu Jun 19 08:31:23 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[GIANT]"
"","1956","testBalancesLoading[Vara]","","Thu Jun 19 08:31:19 GMT 2025","passed","Thu Jun 19 08:31:21 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Vara]"
"","848","testFeeLoading[Ternoa]","","Thu Jun 19 08:30:55 GMT 2025","passed","Thu Jun 19 08:30:56 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Ternoa]"
"","305","testFeeLoading[Edgeware]","","Thu Jun 19 08:29:29 GMT 2025","passed","Thu Jun 19 08:29:29 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Edgeware]"
"","466","testFeeLoading[Enjin Relay]","","Thu Jun 19 08:31:53 GMT 2025","passed","Thu Jun 19 08:31:54 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Enjin Relay]"
"","1112","testFeeLoading[3DPass]","","Thu Jun 19 08:31:12 GMT 2025","passed","Thu Jun 19 08:31:14 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[3DPass]"
"","1193","testBalancesLoading[Bittensor]","","Thu Jun 19 08:32:11 GMT 2025","passed","Thu Jun 19 08:32:12 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Bittensor]"
"","1871","testBalancesLoading[Amplitude]","","Thu Jun 19 08:30:51 GMT 2025","passed","Thu Jun 19 08:30:52 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Amplitude]"
"","886","testFeeLoading[Energy Web X]","","Thu Jun 19 08:31:50 GMT 2025","passed","Thu Jun 19 08:31:51 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Energy Web X]"
"","1786","testFeeLoading[Shiden]","","Thu Jun 19 08:29:06 GMT 2025","passed","Thu Jun 19 08:29:07 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Shiden]"
"","770","testFeeLoading[Cere]","","Thu Jun 19 08:32:10 GMT 2025","passed","Thu Jun 19 08:32:11 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Cere]"
"","930","testFeeLoading[Acurast Canary]","","Thu Jun 19 08:31:59 GMT 2025","passed","Thu Jun 19 08:32:00 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Acurast Canary]"
