"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1617","testFeeLoading[Bifrost]","","Mon Aug 11 00:38:16 GMT 2025","passed","Mon Aug 11 00:38:18 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Bifrost]"
"","1787","testBalancesLoading[CC Enterprise]","","Mon Aug 11 00:42:02 GMT 2025","passed","Mon Aug 11 00:42:03 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[CC Enterprise]"
"","239","testFeeLoading[Aleph Zero]","","Mon Aug 11 00:39:23 GMT 2025","passed","Mon Aug 11 00:39:23 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Aleph Zero]"
"","3308","testBalancesLoading[Integritee Parachain]","","Mon Aug 11 00:39:19 GMT 2025","passed","Mon Aug 11 00:39:22 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Integritee Parachain]"
"","275","testFeeLoading[GIANT]","","Mon Aug 11 00:40:43 GMT 2025","passed","Mon Aug 11 00:40:44 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[GIANT]"
"","65684","testBalancesLoading[Shiden]","","Mon Aug 11 00:36:43 GMT 2025","passed","Mon Aug 11 00:37:49 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Shiden]"
"","1423","testBalancesLoading[Pendulum]","","Mon Aug 11 00:40:19 GMT 2025","passed","Mon Aug 11 00:40:20 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Pendulum]"
"","884","testFeeLoading[OriginTrail Parachain]","","Mon Aug 11 00:39:47 GMT 2025","passed","Mon Aug 11 00:39:48 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[OriginTrail Parachain]"
"","3274","testBalancesLoading[Ternoa]","","Mon Aug 11 00:40:04 GMT 2025","passed","Mon Aug 11 00:40:07 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Ternoa]"
"","717","testFeeLoading[Crust Polkadot Parachain]","","Mon Aug 11 00:40:25 GMT 2025","passed","Mon Aug 11 00:40:26 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Crust Polkadot Parachain]"
"","256","testBalancesLoading[Kusama]","","Mon Aug 11 00:37:54 GMT 2025","passed","Mon Aug 11 00:37:54 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Kusama]"
"","542","testFeeLoading[Amplitude]","","Mon Aug 11 00:40:03 GMT 2025","passed","Mon Aug 11 00:40:04 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Amplitude]"
"","303","testFeeLoading[Statemine]","","Mon Aug 11 00:38:03 GMT 2025","passed","Mon Aug 11 00:38:03 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Statemine]"
"","3984","testBalancesLoading[KILT Spiritnet]","","Mon Aug 11 00:38:23 GMT 2025","passed","Mon Aug 11 00:38:27 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[KILT Spiritnet]"
"","1790","testBalancesLoading[Aventus]","","Mon Aug 11 00:40:21 GMT 2025","passed","Mon Aug 11 00:40:22 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Aventus]"
"","4081","testBalancesLoading[DeepBrain]","","Mon Aug 11 00:42:16 GMT 2025","passed","Mon Aug 11 00:42:20 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[DeepBrain]"
"","398","testFeeLoading[Bifrost Polkadot]","","Mon Aug 11 00:39:39 GMT 2025","passed","Mon Aug 11 00:39:40 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Bifrost Polkadot]"
