"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","938","testFeeLoading[Ternoa]","","Tue Aug 12 16:31:05 GMT 2025","passed","Tue Aug 12 16:31:06 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Ternoa]"
"","609","testFeeLoading[Kreivo]","","Tue Aug 12 16:32:51 GMT 2025","passed","Tue Aug 12 16:32:51 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Kreivo]"
"","50571","testBalancesLoading[Shiden]","","Tue Aug 12 16:27:37 GMT 2025","passed","Tue Aug 12 16:28:28 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Shiden]"
"","1484","testFeeLoading[HydraDX]","","Tue Aug 12 16:29:53 GMT 2025","passed","Tue Aug 12 16:29:54 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[HydraDX]"
"","2595","testBalancesLoading[Tanssi]","","Tue Aug 12 16:33:56 GMT 2025","passed","Tue Aug 12 16:33:59 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Tanssi]"
"","2428","testBalancesLoading[Moonbeam]","","Tue Aug 12 16:28:47 GMT 2025","passed","Tue Aug 12 16:28:50 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Moonbeam]"
"","1190","testFeeLoading[Astar]","","Tue Aug 12 16:29:14 GMT 2025","passed","Tue Aug 12 16:29:15 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Astar]"
"","2759","testBalancesLoading[Robonomics]","","Tue Aug 12 16:29:24 GMT 2025","passed","Tue Aug 12 16:29:26 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Robonomics]"
"","1957","testBalancesLoading[Energy Web X]","","Tue Aug 12 16:32:34 GMT 2025","passed","Tue Aug 12 16:32:36 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Energy Web X]"
"","2586","testBalancesLoading[Karura]","","Tue Aug 12 16:28:44 GMT 2025","passed","Tue Aug 12 16:28:46 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Karura]"
"","4473","testBalancesLoading[Litentry]","","Tue Aug 12 16:30:26 GMT 2025","passed","Tue Aug 12 16:30:31 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Litentry]"
"","3405","testBalancesLoading[Integritee Parachain]","","Tue Aug 12 16:30:06 GMT 2025","passed","Tue Aug 12 16:30:09 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Integritee Parachain]"
"","558","testFeeLoading[Aleph Zero]","","Tue Aug 12 16:30:12 GMT 2025","passed","Tue Aug 12 16:30:12 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Aleph Zero]"
"","2791","testBalancesLoading[Ternoa]","","Tue Aug 12 16:31:02 GMT 2025","passed","Tue Aug 12 16:31:05 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Ternoa]"
"","1233","testFeeLoading[JAMTON]","","Tue Aug 12 16:33:31 GMT 2025","passed","Tue Aug 12 16:33:32 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[JAMTON]"
"","2455","testBalancesLoading[Zeitgeist]","","Tue Aug 12 16:33:47 GMT 2025","passed","Tue Aug 12 16:33:49 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Zeitgeist]"
"","1731","testBalancesLoading[Polymesh Mainnet]","","Tue Aug 12 16:31:06 GMT 2025","passed","Tue Aug 12 16:31:07 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Polymesh Mainnet]"
"","1407","testFeeLoading[Phala]","","Tue Aug 12 16:30:04 GMT 2025","passed","Tue Aug 12 16:30:06 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Phala]"
"","1503","testFeeLoading[DAO IPCI]","","Tue Aug 12 16:31:11 GMT 2025","passed","Tue Aug 12 16:31:13 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[DAO IPCI]"
"","2272","testBalancesLoading[QUARTZ]","","Tue Aug 12 16:29:21 GMT 2025","passed","Tue Aug 12 16:29:23 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[QUARTZ]"
"","1340","testFeeLoading[Litentry]","","Tue Aug 12 16:30:31 GMT 2025","passed","Tue Aug 12 16:30:32 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Litentry]"
"","1443","testFeeLoading[Polkadot]","","Tue Aug 12 16:28:31 GMT 2025","passed","Tue Aug 12 16:28:33 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Polkadot]"
"","457","testFeeLoading[Enjin Matrixchain]","","Tue Aug 12 16:32:22 GMT 2025","passed","Tue Aug 12 16:32:22 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Enjin Matrixchain]"
"","1772","testBalancesLoading[Kreivo]","","Tue Aug 12 16:32:49 GMT 2025","passed","Tue Aug 12 16:32:51 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Kreivo]"
"","616","testFeeLoading[Vara]","","Tue Aug 12 16:31:44 GMT 2025","passed","Tue Aug 12 16:31:44 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Vara]"
"","4648","testBalancesLoading[Ajuna]","","Tue Aug 12 16:31:30 GMT 2025","passed","Tue Aug 12 16:31:34 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Ajuna]"
"","3412","testBalancesLoading[Edgeware]","","Tue Aug 12 16:29:01 GMT 2025","passed","Tue Aug 12 16:29:05 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Edgeware]"
"","3313","testBalancesLoading[Aleph Zero Testnet]","","Tue Aug 12 16:30:38 GMT 2025","passed","Tue Aug 12 16:30:42 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Aleph Zero Testnet]"
"","1370","testFeeLoading[XX network]","","Tue Aug 12 16:31:16 GMT 2025","passed","Tue Aug 12 16:31:18 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[XX network]"
"","2740","testBalancesLoading[Cere]","","Tue Aug 12 16:32:58 GMT 2025","passed","Tue Aug 12 16:33:01 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Cere]"
"","705","testFeeLoading[Bifrost Polkadot]","","Tue Aug 12 16:30:26 GMT 2025","passed","Tue Aug 12 16:30:26 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Bifrost Polkadot]"
"","1099","testFeeLoading[Acurast Canary]","","Tue Aug 12 16:32:48 GMT 2025","passed","Tue Aug 12 16:32:49 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Acurast Canary]"
"","545","testFeeLoading[Statemine]","","Tue Aug 12 16:28:43 GMT 2025","passed","Tue Aug 12 16:28:44 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Statemine]"
"","1626","testBalancesLoading[GIANT]","","Tue Aug 12 16:31:44 GMT 2025","passed","Tue Aug 12 16:31:46 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[GIANT]"
"","258","testFeeLoading[CC Enterprise]","","Tue Aug 12 16:33:18 GMT 2025","passed","Tue Aug 12 16:33:18 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[CC Enterprise]"
"","191","testBalancesLoading[Aleph Zero]","","Tue Aug 12 16:30:11 GMT 2025","passed","Tue Aug 12 16:30:12 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Aleph Zero]"
"","1213","testFeeLoading[Ajuna]","","Tue Aug 12 16:31:34 GMT 2025","passed","Tue Aug 12 16:31:35 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Ajuna]"
"","458","testFeeLoading[Amplitude]","","Tue Aug 12 16:31:01 GMT 2025","passed","Tue Aug 12 16:31:02 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Amplitude]"
"","157","testFeeLoading[Creditcoin]","","Tue Aug 12 16:33:20 GMT 2025","passed","Tue Aug 12 16:33:21 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Creditcoin]"
"","1121","testFeeLoading[Polimec]","","Tue Aug 12 16:32:32 GMT 2025","passed","Tue Aug 12 16:32:34 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Polimec]"
"","1396","testFeeLoading[krest]","","Tue Aug 12 16:32:04 GMT 2025","passed","Tue Aug 12 16:32:06 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[krest]"
"","4507","testBalancesLoading[Enjin Matrixchain]","","Tue Aug 12 16:32:17 GMT 2025","passed","Tue Aug 12 16:32:22 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Enjin Matrixchain]"
"","2996","testBalancesLoading[Polimec]","","Tue Aug 12 16:32:29 GMT 2025","passed","Tue Aug 12 16:32:32 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Polimec]"
"","316","testBalancesLoading[UNIQUE]","","Tue Aug 12 16:30:32 GMT 2025","passed","Tue Aug 12 16:30:33 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[UNIQUE]"
"","1628","testFeeLoading[Polkadot People]","","Tue Aug 12 16:33:14 GMT 2025","passed","Tue Aug 12 16:33:16 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testFeeLoading[Polkadot People]"
"","2089","testBalancesLoading[Polkadot Coretime]","","Tue Aug 12 16:33:40 GMT 2025","passed","Tue Aug 12 16:33:42 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Polkadot Coretime]"
"","5413","testBalancesLoading[Manta]","","Tue Aug 12 16:32:06 GMT 2025","passed","Tue Aug 12 16:32:11 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Manta]"
"","2536","testBalancesLoading[Xode]","","Tue Aug 12 16:33:50 GMT 2025","passed","Tue Aug 12 16:33:52 GMT 2025","","io.novafoundation.nova.balances.BalancesIntegrationTest","io.novafoundation.nova.balances.BalancesIntegrationTest","testBalancesLoading[Xode]"
